Engine_Size,Mileage,Horsepower,Torque,Price,Brand_Audi,Brand_BMW,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Tesla,Brand_Toyota,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Body_Type_Convertible,Body_Type_Coupe,Body_Type_Hatchback,Body_Type_SUV,Body_Type_Sedan,Car_Model_Economy,Car_Model_Luxury,Car_Model_Sports,Car_Model_Standard
1878.67,12.4,111.1,226.19,2158510.99,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
2000.275,23.16,115.75,180.19,1413153.31,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2271.63,16.48,165.46,268.89,1614888.38,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
1096.21,15.47,173.76,181.99,1714385.91,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1655.17,16.94,138.98,179.96,2402002.05,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1973.39,15.095,169.32,220.23,613213.28,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2126.84,9.34,127.11,179.975,1872110.95,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
2000.275,10.77,113.1,99.04,1688262.37,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1932.5,8.1,167.15,112.92,1314580.24,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1641.18,13.84,139.5,161.2,1663113.37,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1448.12,16.23,90.58,179.975,1870414.49,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
2129.8,12.67,159.9,164.31,1791581.36,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2386.94,12.3,111.66,172.69,2579250.3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
2420.52,15.71,106.77,217.1,1563740.79,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2287.19,12.49,155.72,238.62,1513452.59,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1751.32,15.095,116.45,190.19,1409350.61,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2357.27,20.57,135.56,249.86,1776489.42,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2154.53,15.095,146.48,108.36,1483970.87,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
2066.97,19.41,88.68,134.03,1506604.57,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1694.15,20.43,135.39,249.75,1508914.93,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1751.56,16.41,173.98,180.66,1432695.72,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2036.94,14.21,81.74,104.25,1195663.6,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
3219.94,11.14,138,100.65,1709053.27,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
2150.62,13.04,86.82,179.975,1357476.22,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1694.41,15.095,160.86,180.13,1806839.75,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1583.81,18.66,160.48,208.04,1555383.81,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2000.275,16.73,105.83,160.26,1306712.56,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3088.65,18.48,208.39,203.1,2282415.2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
1800.37,9.2,164.27,153.78,1448843.71,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
2453.44,22.16,148.28,253.44,1811411.51,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
1812.04,12.87,146.02,179.975,1150008.55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
2130.59,9.5,159.36,179.975,487230.33,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
2395.87,12.8,80.17,208.8,1216500.42,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1714.05,27.42,127.78,203.9,431275.65,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
2000.275,13.06,135.33,188.32,1381568.57,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
2829.43,13.37,103.99,219.2,2234323.51,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
2000.275,14.04,138.59,208.73,1047357.49,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
2395.34,14.26,169.27,151.74,446978.07,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2393.64,11.09,103.13,258.99,2250128.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2229.79,15.72,117.82,192.1,1262322.62,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
3008.89,20.38,87.18,156.91,1492130.81,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
2021.95,16.57,48.52,326.59,1894139.98,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2288.63,9.44,151.16,173.03,1761586.38,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
1274.54,13.28,119.96,195.3,1875256.21,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1587.52,12.24,121.9,190.53,1950214.49,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1399.59,15.26,80.53,172.21,626942.68,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
2637.03,21.65,112.58,206.92,792826.13,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2000.275,14.26,163.86,129.3,2085584.83,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1798.84,14.56,120.03,215.79,1109130.43,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2000.275,23.89,121.17,74.5,1163677.08,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1584.36,19.38,128.3,102.12,868578.74,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1754.53,17.87,70.54,289.54,1297526.06,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2692.44,24.79,145,179.975,1325341.97,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2198.31,17.45,69.79,62.4,1031269.66,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1583.43,5.07,82.42,179.975,973458.63,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2532.98,19.16,78.03,284.4,1659331.55,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2008.92,7.04,112.99,72.49,1096165.37,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2018.78,17.26,105.9,122.65,1196843.87,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1398.66,6.43,119.95,92.51,406860.83,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
1504.99,15.095,83.79,163.55,2469100.12,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1587.45,13.18,160.22,153.84,1970912.01,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
2023.23,11.15,153.36,151.15,1252596.97,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2038.94,13.26,113.05,291.37,1050459.53,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
2772.05,20.16,100.87,108.06,1505444.4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
2192.53,11.43,119.96,173.87,1491733.21,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2000.275,17.73,107.59,200.32,862016.72,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2131.32,10.17,63.99,121.19,224731.89,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1274.99,15.095,81.62,209.2,1236962.05,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1517.01,16.62,154.4,156.01,718312.73,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1593.92,10.02,132.07,202.46,1585689.97,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1668.33,8.44,185.37,173.52,1589040.78,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1312.43,17.46,108.03,56.97,1013393.65,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2101.74,20.62,105.54,258.37,1232707.87,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1294.6,14.6,103.68,304.23,2381520.85,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2178.33,12.71,107.23,169.39,1887564.26,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
3118.49,15.78,93.6,179.975,1273873.61,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2000.275,15.28,130.84,270.36,2645979.66,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
1857.74,16.21,121.16,293.42,901531.29,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2000.275,2.36,99.6,169.87,1093652.64,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
1849.53,9.65,170.05,166.88,1444742.91,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
2321.36,10.77,195.86,175.21,734496.47,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
2360.32,15.75,119.96,79.53,2395154.58,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
2000.275,15.93,142.32,162.53,1591576.02,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2444.63,18.18,150.47,282.9,1105025.57,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
2000.275,16.29,194.26,169.88,1723893.48,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2856.15,8.5,150.41,117.6,1573027.92,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
1738.74,22.24,96.59,209.8,1347674.46,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1274.45,21.36,135.69,139.97,895742.42,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
1796.92,8.71,145.05,176.01,781894.04,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1526.51,16.66,80.21,103.87,2593400.5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
2225.67,12.02,108.6,117.8,823632.56,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1409.4,15.69,164.02,224.26,2348982.76,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1963.59,20.27,47.06,186.95,1077620.43,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2419.01,25.65,69.98,133.44,1895016.28,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1949.65,18.76,112.94,187.17,1732716.55,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1526.84,16.47,134.15,143.57,1832709.35,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2587.41,13.3,65.69,132.97,1866007.14,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1060.51,15.91,114.93,249.84,694217.19,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1836.1,21.8,166.15,226.97,1161827,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1979.17,14.78,122.75,178.72,815976.02,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2007.95,10.57,157.56,188.66,1594650.53,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2000.275,6.9,96.32,179.5,838327.83,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2000.275,17.57,87.6,209.22,509476.41,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1982.3,16.24,153.95,132.03,1381261.33,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
2000.275,11.77,134.77,231.75,395460.47,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1796.21,15.095,72.58,201.21,1629369.1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1694.24,12.89,87.97,164.22,871185.24,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
2393.77,14.33,182.58,150.73,1079710.13,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
1676.74,14.92,83.02,230.47,359792.01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2423.39,13.25,157.37,170.97,2325051.11,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2009.5,16.18,100.87,138.07,768542.56,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1739.37,20.76,119.87,156.93,1317999.38,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2309.2,9.29,131.78,226.15,604130.7,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1636.27,17.44,35.96,83.37,1082166.1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2319.09,15.86,61.49,158.68,2375910.89,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2106.36,15.77,123.45,244.23,1648738.37,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1701.84,19.36,91.03,169.91,1138184.5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2264.32,15.25,159.86,196.37,1482913.26,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
2273.29,17.4,55.76,245.21,1219720.47,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
2578.76,18.58,142.61,233.54,1453789.71,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
2483.07,12.48,64.95,153.6,1871934.36,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2245.64,16.5,105.92,172.18,1334451.01,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1436.2,13.75,77.42,234.29,1609995.74,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
3224.29,14.34,196.1,236.37,1618247.75,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1298.19,13.39,119.96,174.72,1336927.18,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2474.63,17.36,119.96,176.79,1132037.01,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2215.64,15.41,50.93,196.06,1237408.32,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1412.93,15.095,183.98,262.01,1849592.63,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1937.85,14.91,136.05,179.975,1891208.35,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
1960.62,6.98,125.48,221.6,931102.83,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
2652.79,15.16,119.96,115.28,1369505.33,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1643.34,15.32,125.9,163.51,1123539.07,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1869.03,15.095,128.78,166.66,1899976.21,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
831.97,12.03,125.27,265.11,1264398.48,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
2867.38,9.02,142.55,165.67,2600461.91,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1464.77,18.12,100.3,255.21,1608948.69,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2163.46,13.63,119.96,145.76,2090998.23,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1949.3,15.86,152.41,150.55,992694.59,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
1951,13.59,131.09,208.89,1505861.07,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2404.93,15.095,115.43,274.09,1808086.55,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2835.63,15.095,63.98,167.29,983349.88,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
2125.75,10.16,179.92,179.975,1510171.36,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2327.54,17.37,93.54,86.15,2025929.52,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2164.45,11.98,159.49,197.88,1336275,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
2508.77,15.82,119.96,91.51,1074123.75,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1768.54,15.095,68.26,128.07,2401479.73,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
2537.7,12.07,170.09,180.74,914127.35,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
2555.25,8.98,130.18,33.04,1577945.31,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2541.27,27.13,173.41,157.22,1145861.83,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1669.93,15.095,112.7,110.11,1031582.88,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1915.83,18.12,148.16,90.05,1870828.54,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2119.73,24.7,49.5,131.87,1397232.04,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
2000.275,18.95,119.96,115.85,1702943.23,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
2000.275,15.095,69.08,208.17,372427.14,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1993.86,14.66,105.01,251.79,1751559.89,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2141.96,10.84,119.96,158.13,1139702.04,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1711.5,19.41,95.82,144.23,560574.02,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
1336.56,17.83,154.55,155.15,2442369.78,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
1697.99,12.43,119.96,113.51,1800506.76,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
2109.6,9.79,155.41,102.68,1613638.71,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
2336.71,8.39,172.39,179.975,2124709.42,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
2080.9,19.93,160.54,100.23,1623784.64,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2173.36,15.6,106.23,277.92,1100692.99,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
1831.49,16.07,34.98,138.57,1412516.19,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
2248.12,10.89,143.29,179.975,1160816.89,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
2741.42,7.68,114.99,144.78,1249823.55,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2352.39,19.81,80.86,84.58,871148.17,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2404.77,15.21,97.75,183.57,1014989.71,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2147.01,19.54,177.38,177.1,1947292.77,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1248.42,13.07,74.51,183.35,1666037.72,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1477.67,15.095,138.73,177.56,1248493.47,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
2227.44,18.57,128.72,157.64,985984.07,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1994.53,18.66,105.7,92.65,1297301.51,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
2219.92,18.99,145.78,175.52,658075.1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
2838.21,13.52,185.29,241.14,1563315.3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2363.02,18.07,108.16,288.82,1972735.74,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
2629.44,20.55,110.27,165.72,2683486.33,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2047.34,14.48,144.88,172.22,948370.64,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1596.39,12.43,156.73,210.03,1951901.22,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1971.07,21.71,114.89,269.59,1146394.28,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1597.62,11.73,107.79,150.82,935771.85,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2779.15,18.15,31.29,221.56,935550.94,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
2395.2,14.71,88.88,130.63,1570367.86,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
2260.26,5.79,74.43,199.79,1034603.19,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
2617.97,20.64,147.38,238.24,1196577.11,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
989.97,15.095,110.24,102.55,1279799.33,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2294.07,5.08,108.68,148.49,1130016.08,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1344.68,17.64,119.64,237.29,1093707.72,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1996.37,17.64,85.19,216.97,285420.12,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
1844.15,11.81,182.13,242.16,1543476.65,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2330.87,15.74,171.93,230.91,1533835.74,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2114.09,2.34,119.96,159.53,1101327.58,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
2672.56,18.53,147.34,311.95,1680192.14,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1699.05,16.25,118.82,188.21,2198453.77,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
2354.56,14.77,184.59,179.975,1511789.92,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
2081.11,15.1,92.76,163.06,2165128.89,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1182.35,17.47,85.15,151.85,2619065.96,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1540.69,14.86,95.94,227.71,2765262.34,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1925.06,5.63,140.91,152.93,905881.96,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2556.15,25.98,89.52,245.94,908468.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
2231.86,21,113.79,213.49,1277785,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1416.25,8.58,55.93,179.975,1564357.6,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1929.84,13.27,139.24,171.58,2293326,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
3008.9,13.82,59.32,133.47,1813620.61,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
2055.61,20.39,82.71,191.09,898356.44,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1836.34,4.2,168.69,133.11,1194171.3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
